Print ISSN,E-ISSN,Field,Journal Title,Publisher,AJG 2024
,2183-0606,INNOV,Journal of Innovation Management (JIM),"University of Porto (UNIVERSIDADE DO PORTO), Portugal",1
2053-4620,2053-4639,INNOV,Journal of Science and Technology Policy Management,Emerald,1
1868-7865,1868-7873,INNOV,Journal of the Knowledge Economy,Springer Nature,1
,1927-0321,INNOV,Technology Innovation Management Review,Carleton University,1
1537-260X,1944-9585,MDEV&EDU,Academy of Management Learning and Education,George Washington University,4*
1350-5076,1461-7307,MDEV&EDU,Management Learning,SAGE,3
0307-5079,1470-174X,MDEV&EDU,Studies in Higher Education,Taylor & Francis,3
0963-9284,1468-4489,MDEV&EDU,Accounting Education,Taylor & Francis,2
1523-4223,1552-3055,MDEV&EDU,Advances in Developing Human Resources,SAGE,2
0260-2938,1469-297X,MDEV&EDU,Assessment and Evaluation in Higher Education,Taylor & Francis,2
0141-1926,1469-3518,MDEV&EDU,British Educational Research Journal,Wiley-Blackwell,2
0306-9885,1469-3534,MDEV&EDU,British Journal of Guidance and Counselling,Taylor & Francis,2
2156-8235,2156-8243,MDEV&EDU,European Journal of Higher Education,Taylor & Francis,2
0018-1560,1573-174X,MDEV&EDU,Higher Education,Springer Nature,2
0952-8733,1740-3863,MDEV&EDU,Higher Education Policy,Springer Nature,2
0951-5224,0263-9769,MDEV&EDU,Higher Education Quarterly,Wiley-Blackwell,2
,1532-0545,MDEV&EDU,INFORMS Transactions on Education,Institute for Operations Research and the Management Sciences,2
1470-3297,1470-3300,MDEV&EDU,Innovations in Education and Teaching International,Taylor & Francis,2
0739-3172,1558-7983,MDEV&EDU,Issues in Accounting Education,American Accounting Association,2
0748-5751,1873-1996,MDEV&EDU,Journal of Accounting Education,Elsevier,2
1363-9080,1469-9435,MDEV&EDU,Journal of Education and Work,Taylor & Francis,2
0268-0939,1464-5106,MDEV&EDU,Journal of Education Policy,Taylor & Francis,2
0022-1546,1538-4640,MDEV&EDU,Journal of Higher Education,Taylor & Francis,2
1649-4946,2044-4575,MDEV&EDU,Journal of International Business Education,NeilsonJournals Publishing,2
1052-5629,1552-6658,MDEV&EDU,Journal of Management Education,SAGE,2
0273-4753,1552-6550,MDEV&EDU,Journal of Marketing Education,SAGE,2
2379-2981,2379-2981,MDEV&EDU,Management Teaching Review,SAGE,2
1356-2517,1470-1294,MDEV&EDU,Teaching in Higher Education,Taylor & Francis,2
1476-7333,1476-7341,MDEV&EDU,Action Learning: Research and Practice,Taylor & Francis,1
1469-7874,1741-2625,MDEV&EDU,Active Learning in Higher Education,SAGE,1
1085-4622,,MDEV&EDU,Advances in Accounting Education: Teaching and Curriculum Innovations,Emerald,1
1752-1882,1752-1890,MDEV&EDU,Coaching,Taylor & Francis,1
1540-4595,1540-4609,MDEV&EDU,Decision Sciences Journal of Innovative Education,Wiley-Blackwell,1
0040-0912,1758-6127,MDEV&EDU,Education and Training,Emerald,1
,1479-4403,MDEV&EDU,Electronic Journal of e-Learning,Academic Publishing Limited,1
2046-9012,2046-9020,MDEV&EDU,European Journal of Training and Development,Emerald,1
2042-3896,2042-390X,MDEV&EDU,"Higher Education, Skills and Work-based Learning",Emerald,1
0950-4222,2043-6858,MDEV&EDU,Industry and Higher Education,SAGE,1
1741-8305,1741-8305,MDEV&EDU,International Journal of Evidence Based Coaching and Mentoring,Oxford Brookes University,1
1471-8197,1741-8089,MDEV&EDU,International Journal of Innovation and Learning,Inderscience Publishers,1
1741-1009,1741-1017,MDEV&EDU,International Journal of Knowledge and Learning,Inderscience Publishers,1
1740-2875,1740-2883,MDEV&EDU,International Journal of Learning and Change,Inderscience Publishers,1
1752-8240,1752-850X,MDEV&EDU,International Journal of Management Development,Inderscience Publishers,1
1472-8117,2352-3565,MDEV&EDU,International Journal of Management Education,Elsevier,1
1749-9151,1749-916X,MDEV&EDU,International Journal of Teaching and Case Studies,Inderscience Publishers,1
2326-3296,1537-5137,MDEV&EDU,Journal for Advancement of Marketing Education,Marketing Management Association,1
1098-0482,2516-1873,MDEV&EDU,Journal of Advertising Education,SAGE,1
1649-5195,2044-4559,MDEV&EDU,Journal of Business Ethics Education,NeilsonJournals Publishing,1
0957-8234,1758-7395,MDEV&EDU,Journal of Educational Administration,Emerald,1
0309-877X,1469-9486,MDEV&EDU,Journal of Further and Higher Education,Taylor & Francis,1
1360-080X,1469-9508,MDEV&EDU,Journal of Higher Education Policy and Management,Taylor & Francis,1
2046-469X,1836-3261,MDEV&EDU,Journal of International Education in Business,Emerald,1
0262-1711,1758-7492,MDEV&EDU,Journal of Management Development,Emerald,1
1649-7627,2047-9999,MDEV&EDU,Journal of Organizational Behavior Education,NeilsonJournals Publishing,1
1363-6820,1747-5090,MDEV&EDU,Journal of Vocational Education and Training,Taylor & Francis,1
1366-5626,1758-7859,MDEV&EDU,Journal of Workplace Learning,Emerald,1
1052-8008,2153-9987,MDEV&EDU,Marketing Education Review,Taylor & Francis,1
1649-7082,2044-4567,MDEV&EDU,Operations Management Education Review,NeilsonJournals Publishing,1
0968-4883,1758-7662,MDEV&EDU,Quality Assurance in Education,Emerald,1
1358-3883,1573-1936,MDEV&EDU,Tertiary Education and Management,Springer Nature,1
2397-7604,2397-7604,MDEV&EDU,The Journal of Research in Innovative Teaching & Learning,Emerald,1
1057-7408,1532-7663,MKT,Journal of Consumer Psychology,Wiley-Blackwell,4*
0093-5301,1537-5277,MKT,Journal of Consumer Research,Oxford University Press,4*
0022-2429,1547-7185,MKT,Journal of Marketing,SAGE,4*
0022-2437,1547-7193,MKT,Journal of Marketing Research,American Marketing Association,4*
0092-0703,1552-7824,MKT,Journal of the Academy of Marketing Science,Springer Nature,4*
0732-2399,1526-548X,MKT,Marketing Science,Institute for Operations Research and the Management Sciences,4*
0167-8116,1873-8001,MKT,International Journal of Research in Marketing,Elsevier,4
0022-4359,1873-3271,MKT,Journal of Retailing,Elsevier,4
0309-0566,1758-7123,MKT,European Journal of Marketing,Emerald,3
0019-8501,1873-2062,MKT,Industrial Marketing Management,Elsevier,3
0265-1335,1758-6763,MKT,International Marketing Review,Emerald,3
0091-3367,1557-7805,MKT,Journal of Advertising,Taylor & Francis,3
0021-8499,1740-1909,MKT,Journal of Advertising Research,The Advertising Research Foundation,3
1094-9968,1520-6653,MKT,Journal of Interactive Marketing,SAGE,3
1069-031X,1547-7215,MKT,Journal of International Marketing,American Marketing Association,3
0743-9156,1547-7207,MKT,Journal of Public Policy and Marketing,American Marketing Association,3
0923-0645,1573-059X,MKT,Marketing Letters,Springer Nature,3
1470-5931,1741-301X,MKT,Marketing Theory,SAGE,3
0742-6046,1520-6793,MKT,Psychology and Marketing,Wiley-Blackwell,3
1570-7156,1573-711X,MKT,Quantitative Marketing and Economics,Springer Nature,3
1869-814X,1869-8182,MKT,Academy of Marketing Science Review,Springer Nature,2
0098-9258,,MKT,Advances in Consumer Research,Association for Consumer Research,2
1025-3866,1477-223X,MKT,Consumption Markets and Culture,Taylor & Francis,2
1019-6781,1422-8890,MKT,Electronic Markets,Springer Nature,2
0265-0487,1759-3948,MKT,International Journal of Advertising,Taylor & Francis,2
1470-6423,1470-6431,MKT,International Journal of Consumer Studies,Wiley-Blackwell,2
1470-7853,2515-2173,MKT,International Journal of Market Research,Market Research Society,2
0959-0552,1758-6690,MKT,International Journal of Retail and Distribution Management,Emerald,2
1350-231X,1479-1803,MKT,Journal of Brand Management,Springer Nature,2
0885-8624,2052-1189,MKT,Journal of Business and Industrial Marketing,Emerald,2
1472-0817,1479-1838,MKT,Journal of Consumer Behaviour,Wiley-Blackwell,2
0276-1467,1552-6534,MKT,Journal of Macromarketing,SAGE,2
0267-257X,1472-1376,MKT,Journal of Marketing Management,Taylor & Francis,2
0885-3134,1557-7813,MKT,Journal of Personal Selling and Sales Management,Taylor & Francis,2
0969-6989,1873-1384,MKT,Journal of Retailing and Consumer Services,Elsevier,2
0887-6045,0887-6045,MKT,Journal of Services Marketing,Emerald,2
0965-254X,1466-4488,MKT,Journal of Strategic Marketing,Taylor & Francis,2
2378-1815,2378-1823,MKT,Journal of the Association for Consumer Research,University of Chicago Press,2
1352-2752,1758-7646,MKT,Qualitative Market Research,Emerald,2
1355-5855,1758-4248,MKT,Asia Pacific Journal of Marketing and Logistics,Emerald,1
1441-3582,1839-3349,MKT,Australasian Marketing Journal,SAGE,1
1356-3289,1758-6046,MKT,Corporate Communications,Emerald,1
1363-3589,1479-1889,MKT,Corporate Reputation Review,Springer Nature,1
0735-9683,1545-0864,MKT,Health Marketing Quarterly,Taylor & Francis,1
0265-2323,1758-5937,MKT,International Journal of Bank Marketing,Emerald,1
1477-5212,1741-8100,MKT,International Journal of Internet Marketing and Advertising,Inderscience Publishers,1
1750-6123,1750-6131,MKT,International Journal of Pharmaceutical and Healthcare Marketing,Emerald,1
1741-878X,1741-8798,MKT,International Journal of Technology Marketing,Inderscience Publishers,1
0959-3969,1466-4402,MKT,"International Review of Retail, Distribution and Consumer Research",Taylor & Francis,1
,1865-1992,MKT,International Review on Public and Non-Profit Marketing,Springer Nature,1
1051-712X,1547-0628,MKT,Journal of Business-to-Business Marketing,Taylor & Francis,1
1363-254X,1478-0852,MKT,Journal of Communication Management,Emerald,1
0022-0078,1745-6606,MKT,Journal of Consumer Affairs,Wiley-Blackwell,1
0736-3761,2052-1200,MKT,Journal of Consumer Marketing,Emerald,1
1064-1734,2164-7313,MKT,Journal of Current Issues and Research in Advertising,Taylor & Francis,1
1361-2026,1758-7433,MKT,Journal of Fashion Marketing and Management,Emerald,1
1363-0539,1479-1846,MKT,Journal of Financial Services Marketing,Springer Nature,1
2093-2685,2325-4483,MKT,Journal of Global Fashion Marketing,Taylor & Francis,1
0891-1762,1528-6975,MKT,Journal of Global Marketing,Taylor & Francis,1
,1525-2019,MKT,Journal of Interactive Advertising,Taylor & Francis,1
0896-1530,1528-7068,MKT,Journal of International Consumer Marketing,Taylor & Francis,1
2050-3326,2050-3318,MKT,Journal of Marketing Analytics,Springer Nature,1
1352-7266,1466-4445,MKT,Journal of Marketing Communications,Taylor & Francis,1
0884-1241,1540-7144,MKT,Journal of Marketing for Higher Education,Taylor & Francis,1
1069-6679,1944-7175,MKT,Journal of Marketing Theory and Practice,Taylor & Francis,1
1049-5142,1540-6997,MKT,Journal of Non-Profit and Public Sector Marketing,Taylor & Francis,1
,2691-1361,MKT,Journal of Philanthropy and Marketing,Wiley-Blackwell,1
1061-0421,2054-1643,MKT,Journal of Product and Brand Management,Emerald,1
1533-2667,1533-2675,MKT,Journal of Relationship Marketing,Taylor & Francis,1
2040-7122,2040-7130,MKT,Journal of Research in Interactive Marketing,Emerald,1
2042-6763,2042-6771,MKT,Journal of Social Marketing,Emerald,1
0263-4503,1758-8049,MKT,Marketing Intelligence and Planning,Emerald,1
2051-5707,2051-5707,MKT,Recherche et Applications en Marketing,SAGE,1
,1546-5616,MKT,Review of Marketing Science,Walter de Gruyter,1
1533-2969,1533-2977,MKT,Services Marketing Quarterly,Taylor & Francis,1
1524-5004,1539-4093,MKT,Social Marketing Quarterly,SAGE,1
2444-9695,2444-9709,MKT,Spanish Journal of Marketing - ESIC,Emerald,1
1747-3616,1758-7212,MKT,Young Consumers,Emerald,1
0272-6963,1873-1317,OPS&TECH,Journal of Operations Management,Wiley-Blackwell,4*
0144-3577,1758-6593,OPS&TECH,International Journal of Operations and Production Management,Emerald,4
1523-2409,1745-493X,OPS&TECH,Journal of Supply Chain Management,Wiley-Blackwell,4
1059-1478,1937-5956,OPS&TECH,Production and Operations Management,SAGE,4
0166-3615,1872-6194,OPS&TECH,Computers in Industry,Elsevier,3
0018-9391,1558-0040,OPS&TECH,IEEE Transactions on Engineering Management,IEEE,3
0925-5273,1873-7579,OPS&TECH,International Journal of Production Economics,Elsevier,3
0020-7543,1366-588X,OPS&TECH,International Journal of Production Research,Taylor & Francis,3
0735-3766,2158-1592,OPS&TECH,Journal of Business Logistics,Wiley-Blackwell,3
1478-4092,1873-6505,OPS&TECH,Journal of Purchasing and Supply Management,Elsevier,3
1523-4614,1526-5498,OPS&TECH,Manufacturing and Service Operations Management,Institute for Operations Research and the Management Sciences,3
0953-7287,1366-5871,OPS&TECH,Production Planning and Control,Taylor & Francis,3
1359-8546,1758-6852,OPS&TECH,Supply Chain Management,Emerald,3
1463-7154,1758-4116,OPS&TECH,Business Process Management Journal,Emerald,2
0360-8352,1879-0550,OPS&TECH,Computers and Industrial Engineering,Elsevier,2
0951-192X,1362-3052,OPS&TECH,International Journal of Computer Integrated Manufacturing,Taylor & Francis,2
0960-0035,1758-664X,OPS&TECH,International Journal of Physical Distribution and Logistics Management,Emerald,2
0263-7863,1873-4634,OPS&TECH,International Journal of Project Management,Elsevier,2
0265-671X,0265-671X,OPS&TECH,International Journal of Quality and Reliability Management,Emerald,2
0267-5730,1741-5276,OPS&TECH,International Journal of Technology Management,Inderscience Publishers,2
0733-9364,1943-7862,OPS&TECH,Journal of Construction Engineering and Management - ASCE,American Society of Civil Engineers,2
1478-3363,1478-3371,OPS&TECH,Total Quality Management and Business Excellence,Taylor & Francis,2
1463-5771,1463-5771,OPS&TECH,Benchmarking,Emerald,1
1063-293X,1531-2003,OPS&TECH,Concurrent Engineering Research and Applications,SAGE,1
1936-6582,1936-6590,OPS&TECH,Flexible Services and Manufacturing Journal,Springer Nature,1
1571-9545,,OPS&TECH,"Foundations and Trends in Technology, Information and Operations Management",Now Publishers Inc.,1
1741-9174,1741-9182,OPS&TECH,International Journal of Agile Systems and Management,Inderscience Publishers,1
1758-9401,1758-941X,OPS&TECH,International Journal of Business Performance and Supply Chain Modelling,Inderscience Publishers,1
1368-4892,1741-5039,OPS&TECH,International Journal of Business Performance Management,Inderscience Publishers,1
1562-3599,2331-2327,OPS&TECH,International Journal of Construction Management,Taylor & Francis,1
1847-9790,1847-9790,OPS&TECH,International Journal of Engineering Business Management,SAGE,1
1748-1252,1748-1260,OPS&TECH,International Journal of Enterprise Network Management,Inderscience Publishers,1
1748-5037,1748-5045,OPS&TECH,International Journal of Industrial and Systems Engineering,Inderscience Publishers,1
2217-2661,2683-345X,OPS&TECH,International Journal of Industrial Engineering and Management,"University of Novi Sad, Faculty of Technical Sciences",1
1935-5726,1935-5734,OPS&TECH,International Journal of Information Systems and Supply Chain Management,IGI Global Publishing,1
1477-5360,1741-8097,OPS&TECH,International Journal of Integrated Supply Management,Inderscience Publishers,1
1751-6048,1751-6056,OPS&TECH,International Journal of Internet Manufacturing and Services,Inderscience Publishers,1
2040-4166,2040-4174,OPS&TECH,International Journal of Lean Six Sigma,Emerald,1
0957-4093,1758-6550,OPS&TECH,International Journal of Logistics Management,Emerald,1
1367-5567,1469-848X,OPS&TECH,International Journal of Logistics Research and Applications,Taylor & Francis,1
1742-7967,1742-7975,OPS&TECH,International Journal of Logistics Systems and Management,Inderscience Publishers,1
1368-2148,1741-5195,OPS&TECH,International Journal of Manufacturing Technology and Management,Inderscience Publishers,1
1460-6739,1741-816X,OPS&TECH,International Journal of Process Management and Benchmarking,Inderscience Publishers,1
1753-8432,1753-8440,OPS&TECH,International Journal of Procurement Management,Inderscience Publishers,1
1741-0401,1741-0401,OPS&TECH,International Journal of Productivity and Performance Management,Emerald,1
1746-6474,1746-6482,OPS&TECH,International Journal of Productivity and Quality Management,Inderscience Publishers,1
1756-669X,1756-6703,OPS&TECH,International Journal of Quality and Service Sciences,Emerald,1
1744-2370,1744-2389,OPS&TECH,International Journal of Services and Operations Management,Inderscience Publishers,1
1741-539X,1741-5403,OPS&TECH,International Journal of Services Operations and Informatics,Inderscience Publishers,1
1756-6517,1756-6525,OPS&TECH,International Journal of Shipping and Transport Logistics,Inderscience Publishers,1
1479-2494,1479-2753,OPS&TECH,International Journal of Six Sigma and Competitive Advantage,Inderscience Publishers,1
1741-5357,1741-5365,OPS&TECH,International Journal of Value Chain Management,Inderscience Publishers,1
2398-5364,2398-5364,OPS&TECH,Journal of Global Operations and Strategic Sourcing,Emerald,1
2042-6747,2042-6755,OPS&TECH,Journal of Humanitarian Logistics and Supply Chain Management,Emerald,1
0956-5515,1572-8145,OPS&TECH,Journal of Intelligent Manufacturing,Springer Nature,1
0278-6125,1878-6642,OPS&TECH,Journal of Manufacturing Systems,Elsevier,1
1741-038X,1758-7786,OPS&TECH,Journal of Manufacturing Technology Management,Emerald,1
1535-0118,2150-6930,OPS&TECH,Journal of Public Procurement,Emerald,1
1355-2511,1355-2511,OPS&TECH,Journal of Quality in Maintenance Engineering,Emerald,1
1094-6136,1099-1425,OPS&TECH,Journal of Scheduling,Springer Nature,1
2055-6225,2055-6225,OPS&TECH,Journal of Service Theory and Practice,Emerald,1
2310-8789,1995-5235,OPS&TECH,Journal of Transport and Supply Chain Management,AOSIS (pty) Ltd,1
1092-4604,1099-1441,OPS&TECH,Knowledge and Process Management,Wiley-Blackwell,1
1936-9735,1936-9743,OPS&TECH,Operations Management Research,Springer Nature,1
0954-4054,2041-2975,OPS&TECH,"Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture",SAGE,1
,2169-3277,OPS&TECH,Production & Manufacturing Research,Taylor & Francis,1
8756-9728,1938-9507,OPS&TECH,Project Management Journal,SAGE,1
0748-8017,1099-1638,OPS&TECH,Quality and Reliability Engineering International,Wiley-Blackwell,1
1335-1745,1338-984X,OPS&TECH,Quality Innovation Prosperity,Technical University of Košice,1
0033-524X,,OPS&TECH,Quality Progress,American Society for Quality,1
2164-3962,2164-3970,OPS&TECH,Service Science,Institute for Operations Research and the Management Sciences,1
1625-8312,1624-6039,OPS&TECH,Supply Chain Forum,Taylor & Francis,1
1754-2731,1754-2731,OPS&TECH,TQM Journal,Emerald,1
1749-4729,1749-4737,OPS&TECH,World Review of Intermodal Transportation Research,Inderscience Publishers,1
0025-1909,1526-5501,OR&MANSCI,Management Science,Institute for Operations Research and the Management Sciences,4*
0030-364X,1526-5463,OR&MANSCI,Operations Research,Institute for Operations Research and the Management Sciences,4*
0377-2217,1872-6860,OR&MANSCI,European Journal of Operational Research,Elsevier,4
1089-778X,1941-0026,OR&MANSCI,IEEE Transactions on Evolutionary Computation,IEEE,4
0025-5610,1436-4646,OR&MANSCI,Mathematical Programming,Springer Nature,4
1049-3301,1558-1195,OR&MANSCI,ACM Transactions on Modeling and Computer Simulation,Association for Computing Machinery,3
0254-5330,1572-9338,OR&MANSCI,Annals of Operations Research,Springer Nature,3
0926-6003,1573-2894,OR&MANSCI,Computational Optimization and Applications,Springer Nature,3
0305-0548,1873-765X,OR&MANSCI,Computers and Operations Research,Elsevier,3
0011-7315,1540-5915,OR&MANSCI,Decision Sciences,Wiley-Blackwell,3
1063-6560,1530-9304,OR&MANSCI,Evolutionary Computation,MIT Press,3
1568-4539,1573-2908,OR&MANSCI,Fuzzy Optimization and Decision Making,Springer Nature,3
2168-2267,2168-2275,OR&MANSCI,IEEE Transactions on Cybernetics,IEEE,3
2168-2216,2168-2232,OR&MANSCI,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",IEEE,3
2472-5854,2472-5862,OR&MANSCI,IISE Transactions,Taylor & Francis,3
1091-9856,1526-5528,OR&MANSCI,INFORMS Journal on Computing,Institute for Operations Research and the Management Sciences,3
0169-2070,1872-8200,OR&MANSCI,International Journal of Forecasting,Elsevier,3
1381-1231,1572-9397,OR&MANSCI,Journal of Heuristics,Springer Nature,3
0022-3239,1573-2878,OR&MANSCI,Journal of Optimization Theory and Applications,Springer Nature,3
0160-5682,1476-9360,OR&MANSCI,Journal of the Operational Research Society,Taylor & Francis,3
0364-765X,1526-5471,OR&MANSCI,Mathematics of Operations Research,Institute for Operations Research and the Management Sciences,3
0894-069X,1520-6750,OR&MANSCI,Naval Research Logistics,Wiley-Blackwell,3
0305-0483,1873-5274,OR&MANSCI,Omega,Elsevier,3
0171-6468,1436-6304,OR&MANSCI,OR Spectrum,Springer Nature,3
0951-8320,1879-0836,OR&MANSCI,Reliability Engineering and System Safety,Elsevier,3
1052-6234,1095-7189,OR&MANSCI,SIAM Journal on Optimization,Society for Industrial and Applied Mathematics,3
0041-1655,1526-5447,OR&MANSCI,Transportation Science,Institute for Operations Research and the Management Sciences,3
1619-4500,1614-2411,OR&MANSCI,4OR,Springer Nature,2
0166-218X,1872-6771,OR&MANSCI,Discrete Applied Mathematics,Elsevier,2
1572-5286,1873-636X,OR&MANSCI,Discrete Optimization,Elsevier,2
0305-215X,1029-0273,OR&MANSCI,Engineering Optimization,Taylor & Francis,2
2192-4406,2192-4414,OR&MANSCI,EURO Journal on Computational Optimization,Elsevier,2
2192-4376,2192-4384,OR&MANSCI,EURO Journal on Transportation and Logistics,Elsevier,2
1751-5254,1751-5262,OR&MANSCI,European Journal of Industrial Engineering,Inderscience Publishers,2
0926-2644,1572-9907,OR&MANSCI,Group Decision and Negotiation,Springer Nature,2
1471-678X,1471-6798,OR&MANSCI,IMA Journal of Management Mathematics,Oxford University Press,2
2644-0865,2644-0873,OR&MANSCI,INFORMS Journal on Applied Analytics,Institute for Operations Research and the Management Sciences,2
2330-2674,2330-2682,OR&MANSCI,International Journal of Systems Science: Operations & Logistics,Taylor & Francis,2
1382-6905,1573-2886,OR&MANSCI,Journal of Combinatorial Optimization,Springer Nature,2
0277-6693,1099-131X,OR&MANSCI,Journal of Forecasting,Wiley-Blackwell,2
0925-5001,1573-2916,OR&MANSCI,Journal of Global Optimization,Springer Nature,2
2327-0012,2327-0039,OR&MANSCI,Journal of Management Analytics,Taylor & Francis,2
1747-7778,1747-7786,OR&MANSCI,Journal of Simulation,Taylor & Francis,2
0167-6377,1872-7468,OR&MANSCI,Operations Research Letters,Elsevier,2
0257-0130,1572-9443,OR&MANSCI,Queueing Systems,Springer Nature,2
1569-190X,1878-1462,OR&MANSCI,Simulation Modelling Practice and Theory,Elsevier,2
0038-0121,1873-6041,OR&MANSCI,Socio-Economic Planning Sciences,Elsevier,2
0883-7066,1099-1727,OR&MANSCI,System Dynamics Review,Wiley-Blackwell,2
1092-7026,1099-1743,OR&MANSCI,Systems Research and Behavioral Science,Wiley-Blackwell,2
0040-5833,1573-7187,OR&MANSCI,Theory and Decision,Springer Nature,2
0217-5959,1793-7019,OR&MANSCI,Asia-Pacific Journal of Operational Research,World Scientific,1
1435-246X,1613-9178,OR&MANSCI,Central European Journal of Operations Research,Springer Nature,1
1619-697X,1619-6988,OR&MANSCI,Computational Management Science,Springer Nature,1
0196-9722,1087-6553,OR&MANSCI,Cybernetics and Systems,Taylor & Francis,1
1545-8490,1545-8504,OR&MANSCI,Decision Analysis,Institute for Operations Research and the Management Sciences,1
,2193-9446,OR&MANSCI,EURO Journal on Decision Processes,Elsevier,1
0315-5986,1916-0615,OR&MANSCI,INFOR: Information Systems and Operational Research,Taylor & Francis,1
1755-8077,1755-8085,OR&MANSCI,International Journal of Applied Decision Sciences,Inderscience Publishers,1
0308-1079,1563-5104,OR&MANSCI,International Journal of General Systems,Taylor & Francis,1
1757-5850,1757-5869,OR&MANSCI,International Journal of Mathematics in Operational Research,Inderscience Publishers,1
1745-7645,1745-7653,OR&MANSCI,International Journal of Operational Research,Inderscience Publishers,1
1082-1910,,OR&MANSCI,International Journal of Operations and Quantitative Management,International Forum of Management Scholars (INFOMS),1
0969-6016,1475-3995,OR&MANSCI,International Transactions in Operational Research,Wiley-Blackwell,1
2573-234X,2573-2358,OR&MANSCI,Journal of Business Analytics,Taylor & Francis,1
1547-5816,1553-166X,OR&MANSCI,Journal of Industrial and Management Optimization,American Institute of Mathematical Sciences,1
1746-5664,1746-5672,OR&MANSCI,Journal of Modelling in Management,Emerald,1
1057-9214,1099-1360,OR&MANSCI,Journal of Multi-Criteria Decision Analysis,Wiley-Blackwell,1
0368-492X,1758-7883,OR&MANSCI,Kybernetes,Emerald,1
1432-2994,1432-5217,OR&MANSCI,Mathematical Methods of Operations Research,Springer Nature,1
1109-2858,1866-1505,OR&MANSCI,Operational Research,Springer Nature,1
0030-3887,0975-0320,OR&MANSCI,OPSEARCH,Springer Nature,1
0233-1934,1029-4945,OR&MANSCI,Optimization,Taylor & Francis,1
1348-9151,1349-8169,OR&MANSCI,Pacific Journal of Optimization,Yokohama Publishers,1
0101-7438,1678-5142,OR&MANSCI,Pesquisa Operacional,Sociedade Brasileira de Pesquisa Operacional,1
0399-0559,1290-3868,OR&MANSCI,RAIRO - Operations Research,EDP Sciences,1
0037-5497,1741-3133,OR&MANSCI,SIMULATION: Transactions of The Society for Modeling and Simulation International,SAGE,1
1134-5764,1863-8279,OR&MANSCI,TOP,Springer Nature,1
1047-7039,1526-5455,ORG STUD,Organization Science,Institute for Operations Research and the Management Sciences,4*
0018-7267,1741-282X,ORG STUD,Human Relations,SAGE,4
1048-9843,1873-3409,ORG STUD,Leadership Quarterly,Elsevier,4
0170-8406,1741-3044,ORG STUD,Organization Studies,SAGE,4
1094-4281,1552-7425,ORG STUD,Organizational Research Methods,SAGE,4
1059-6011,1552-3993,ORG STUD,Group and Organization Management,SAGE,3
1350-5084,1461-7323,ORG STUD,Organization,SAGE,3
1086-0266,1552-7417,ORG STUD,Organization and Environment,SAGE,3
0090-2616,1873-3530,ORG STUD,Organizational Dynamics,Elsevier,3
0191-3085,2468-1741,ORG STUD,Research in Organizational Behavior,Elsevier,3
0733-558X,,ORG STUD,Research in the Sociology of Organizations,Emerald,3
1475-9551,1477-2760,ORG STUD,Culture and Organization,Taylor & Francis,2
1368-4302,1461-7188,ORG STUD,Group Processes and Intergroup Relations,SAGE,2
2213-297X,2213-2988,ORG STUD,Journal of Co-operative Organization and Management,Elsevier,2
1367-3270,1758-7484,ORG STUD,Journal of Knowledge Management,Emerald,2
0160-8061,1540-8604,ORG STUD,Journal of Organizational Behavior Management,Taylor & Francis,2
0953-4814,1758-7816,ORG STUD,Journal of Organizational Change Management,Emerald,2
2051-8803,2051-8811,ORG STUD,Journal of Professions and Organization,Oxford University Press,2
1742-7150,1742-7169,ORG STUD,Leadership,SAGE,2
0893-3189,1552-6798,ORG STUD,Management Communication Quarterly,SAGE,2
0748-4526,1571-9979,ORG STUD,Negotiation Journal,Wiley-Blackwell,2
0195-6086,1533-8665,ORG STUD,Symbolic Interaction,Wiley-Blackwell,2
1094-429X,1573-9295,ORG STUD,Systemic Practice and Action Research,Springer Nature,2
0021-8863,1552-6879,ORG STUD,The Journal of Applied Behavioral Science,SAGE,2
1476-7503,1741-2617,ORG STUD,Action Research,SAGE,1
1381-298X,1572-9346,ORG STUD,Computational and Mathematical Organization Theory,Springer Nature,1
2052-1499,1473-2866,ORG STUD,Ephemera: Critical Dialogues on Organization,Warwick Business School,1
1743-8268,1743-8276,ORG STUD,International Journal of Knowledge Management Studies,Inderscience Publishers,1
1093-4537,1532-4273,ORG STUD,International Journal of Organization Theory and Behavior,Emerald,1
1934-8835,,ORG STUD,International Journal of Organizational Analysis,Emerald,1
1740-2891,1740-2905,ORG STUD,International Journal of Project Organisation and Management,Inderscience Publishers,1
2046-6749,2046-6757,ORG STUD,Journal of Organizational Ethnography,Emerald,1
0143-7739,1472-5347,ORG STUD,Leadership and Organization Development Journal,Emerald,1
0969-6474,0969-6474,ORG STUD,Learning Organization,Emerald,1
2050-1242,2050-1250,ORG STUD,Network Science,Cambridge University Press,1
2029-4581,2345-0037,ORG STUD,Organizations and Markets in Emerging Economies,Vilnius University,1
1746-5648,1746-5656,ORG STUD,Qualitative Research in Organizations and Management,Emerald,1
,1532-5555,ORG STUD,Tamara: Journal for Critical Organization Inquiry,Kozminski University,1
0956-7976,1467-9280,PSYCH (GENERAL),Psychological Science,SAGE,4*
0066-4308,1545-2085,PSYCH (GENERAL),Annual Review of Psychology,Annual Reviews Inc.,4
0140-525X,1469-1825,PSYCH (GENERAL),Behavioral and Brain Sciences,Cambridge University Press,4
