Full Title,ISSN,Unformatted ISSN,Product ID,Change History,Shortcut URL
Drug Resistance Updates,1368-7646,13687646,12758,,https://www.sciencedirect.com/science/journal/13687646
Dyes and Pigments,0143-7208,01437208,02020,,https://www.sciencedirect.com/science/journal/01437208
Dynamics of Atmospheres and Oceans,0377-0265,03770265,05327,,https://www.sciencedirect.com/science/journal/03770265
EANM Innovation,3051-2913,30512913,32208,,https://www.sciencedirect.com/science/journal/30512913
The EANM Journal,3051-2921,30512921,32206,,https://www.sciencedirect.com/science/journal/30512921
Early Childhood Research Quarterly,0885-2006,08852006,07453,,https://www.sciencedirect.com/science/journal/08852006
Early Human Development,0378-3782,03783782,08014,Incorporating Screening,https://www.sciencedirect.com/science/journal/03783782
Earth Critical Zone,2950-4767,29504767,31800,,https://www.sciencedirect.com/science/journal/29504767
Earth Energy Science,2950-1547,29501547,31644,,https://www.sciencedirect.com/science/journal/29501547
Earth History and Biodiversity,2950-4759,29504759,31795,,https://www.sciencedirect.com/science/journal/29504759
Earth and Planetary Science Advances,3117-6798,31176798,32340,,https://www.sciencedirect.com/science/journal/31176798
Earth and Planetary Science Letters,0012-821X,0012821X,05328,,https://www.sciencedirect.com/science/journal/0012821X
Earth-Science Reviews,0012-8252,00128252,05329,Incorporating Atlas - News Supplement to Earth-Science Reviews,https://www.sciencedirect.com/science/journal/00128252
Earth System,3051-3111,30513111,32210,,https://www.sciencedirect.com/science/journal/30513111
Earth System Governance,2589-8116,25898116,18442,,https://www.sciencedirect.com/science/journal/25898116
Earthquake Research Advances,2772-4670,27724670,31248,,https://www.sciencedirect.com/science/journal/27724670
Earthquake Science,1674-4519,16744519,31408,,https://www.sciencedirect.com/science/journal/16744519
Eating Behaviors,1471-0153,14710153,02270,,https://www.sciencedirect.com/science/journal/14710153
EBES Sustainable Building,3051-2441,30512441,32173,,https://www.sciencedirect.com/science/journal/30512441
EBioMedicine,2352-3964,23523964,18079,,https://www.sciencedirect.com/science/journal/23523964
EClinicalMedicine,2589-5370,25895370,18435,,https://www.sciencedirect.com/science/journal/25895370
Eco-Environment & Health,2772-9850,27729850,31400,,https://www.sciencedirect.com/science/journal/27729850
Ecohydrology & Hydrobiology,1642-3593,16423593,11010,,https://www.sciencedirect.com/science/journal/16423593
Ecological Complexity,1476-945X,1476945X,05494,,https://www.sciencedirect.com/science/journal/1476945X
Ecological Economics,0921-8009,09218009,05100,,https://www.sciencedirect.com/science/journal/09218009
Ecological Engineering,0925-8574,09258574,05101,,https://www.sciencedirect.com/science/journal/09258574
Ecological Frontiers,2950-5097,29505097,08574,,https://www.sciencedirect.com/science/journal/29505097
Ecological Genetics and Genomics,2405-9854,24059854,18842,,https://www.sciencedirect.com/science/journal/24059854
Ecological Indicators,1470-160X,1470160X,02273,,https://www.sciencedirect.com/science/journal/1470160X
Ecological Informatics,1574-9541,15749541,05508,,https://www.sciencedirect.com/science/journal/15749541
Ecological Modelling,0304-3800,03043800,05102,,https://www.sciencedirect.com/science/journal/03043800
Econometrics and Statistics,2452-3062,24523062,18306,,https://www.sciencedirect.com/science/journal/24523062
EconomiA,1517-7580,15177580,18044,,https://www.sciencedirect.com/science/journal/15177580
Economic Analysis and Policy,0313-5926,03135926,17037,,https://www.sciencedirect.com/science/journal/03135926
Economic Modelling,0264-9993,02649993,03023,,https://www.sciencedirect.com/science/journal/02649993
Economic Systems,0939-3625,09393625,05568,,https://www.sciencedirect.com/science/journal/09393625
Economics of Education Review,0272-7757,02727757,00743,,https://www.sciencedirect.com/science/journal/02727757
Economics & Human Biology,1570-677X,1570677X,05475,,https://www.sciencedirect.com/science/journal/1570677X
Economics Letters,0165-1765,01651765,06007,,https://www.sciencedirect.com/science/journal/01651765
Economics of Transportation,2212-0122,22120122,12990,,https://www.sciencedirect.com/science/journal/22120122
Ecosystem Services,2212-0416,22120416,08796,,https://www.sciencedirect.com/science/journal/22120416
Ecotoxicology and Environmental Safety,0147-6513,01476513,12030,,https://www.sciencedirect.com/science/journal/01476513
Educación Médica,1575-1813,15751813,16373,,https://www.sciencedirect.com/science/journal/15751813
Education for Chemical Engineers,1749-7728,17497728,08630,,https://www.sciencedirect.com/science/journal/17497728
Educational Research Review,1747-938X,1747938X,04233,,https://www.sciencedirect.com/science/journal/1747938X
EFB Bioeconomy Journal,2667-0410,26670410,31088,,https://www.sciencedirect.com/science/journal/26670410
Egyptian Informatics Journal,1110-8665,11108665,08716,,https://www.sciencedirect.com/science/journal/11108665
The Egyptian Journal of Aquatic Research,1687-4285,16874285,10142,,https://www.sciencedirect.com/science/journal/16874285
Egyptian Journal of Petroleum,1110-0621,11100621,08781,,https://www.sciencedirect.com/science/journal/11100621
The Egyptian Journal of Remote Sensing and Space Science,1110-9823,11109823,08717,,https://www.sciencedirect.com/science/journal/11109823
The Egyptian Rheumatologist,1110-1164,11101164,08733,,https://www.sciencedirect.com/science/journal/11101164
EJC Pediatric Oncology,2772-610X,2772610X,31279,,https://www.sciencedirect.com/science/journal/2772610X
EJC Skin Cancer,2772-6118,27726118,31284,,https://www.sciencedirect.com/science/journal/27726118
EJVES Vascular Forum,2666-688X,2666688X,12999,Formerly known as EJVES Short Reports,https://www.sciencedirect.com/science/journal/2666688X
Electoral Studies,0261-3794,02613794,03024,,https://www.sciencedirect.com/science/journal/02613794
Electric Power Systems Research,0378-7796,03787796,06008,,https://www.sciencedirect.com/science/journal/03787796
The Electricity Journal,1040-6190,10406190,07632,,https://www.sciencedirect.com/science/journal/10406190
Electrochemistry Communications,1388-2481,13882481,06053,,https://www.sciencedirect.com/science/journal/13882481
Electrochimica Acta,0013-4686,00134686,00205,,https://www.sciencedirect.com/science/journal/00134686
Electronic Commerce Research and Applications,1567-4223,15674223,05571,,https://www.sciencedirect.com/science/journal/15674223
Electronic Journal of Biotechnology,0717-3458,07173458,17072,,https://www.sciencedirect.com/science/journal/07173458
Embodied Intelligence in Physical Systems,3118-023X,3118023X,31174,,https://www.sciencedirect.com/science/journal/3118023X
EMC - AKOS - Trattato di Medicina,1634-7358,16347358,09202,,https://www.sciencedirect.com/science/journal/16347358
EMC - Anestesia-Reanimación,1280-4703,12804703,09205,,https://www.sciencedirect.com/science/journal/12804703
EMC - Anestesia-Rianimazione,1283-0771,12830771,09204,,https://www.sciencedirect.com/science/journal/12830771
EMC - Aparato Locomotor,1286-935X,1286935X,09270,,https://www.sciencedirect.com/science/journal/1286935X
EMC - Cirugía General,1634-7080,16347080,09266,,https://www.sciencedirect.com/science/journal/16347080
EMC - Cirugía Otorrinolaringológica y Cervicofacial,1635-2505,16352505,09271,,https://www.sciencedirect.com/science/journal/16352505
EMC - Cirugía Plástica Reparadora y Estética,1634-2143,16342143,09260,,https://www.sciencedirect.com/science/journal/16342143
EMC - Cosmetologia Medica e Medicina degli Inestetismi Cutanei,1776-0313,17760313,09350,,https://www.sciencedirect.com/science/journal/17760313
EMC - Dermatología,1761-2896,17612896,09210,,https://www.sciencedirect.com/science/journal/17612896
EMC - Ginecología-Obstetricia,1283-081X,1283081X,09218,,https://www.sciencedirect.com/science/journal/1283081X
EMC - Kinesiterapia - Medicina Fisica,1293-2965,12932965,09221,,https://www.sciencedirect.com/science/journal/12932965
EMC - Medicina Riabilitativa,1283-078X,1283078X,09222,,https://www.sciencedirect.com/science/journal/1283078X
EMC - Neurologia,1634-7072,16347072,09226,,https://www.sciencedirect.com/science/journal/16347072
EMC - Otorinolaringoiatria,1639-870X,1639870X,09235,,https://www.sciencedirect.com/science/journal/1639870X
EMC - Otorrinolaringología,1632-3475,16323475,09234,,https://www.sciencedirect.com/science/journal/16323475
EMC - Pediatría,1245-1789,12451789,09237,,https://www.sciencedirect.com/science/journal/12451789
EMC - Podología,1762-827X,1762827X,09240,,https://www.sciencedirect.com/science/journal/1762827X
EMC - Técnicas Quirúrgicas - Aparato Digestivo,1282-9129,12829129,09259,,https://www.sciencedirect.com/science/journal/12829129
EMC - Técnicas Quirúrgicas - Ortopedia y Traumatología,2211-033X,2211033X,16194,,https://www.sciencedirect.com/science/journal/2211033X
EMC - Tecniche Chirurgiche Addominale,1283-0798,12830798,09200,,https://www.sciencedirect.com/science/journal/12830798
EMC - Tecniche Chirurgiche - Chirurgia Generale,1636-5577,16365577,09267,,https://www.sciencedirect.com/science/journal/16365577
EMC - Tecniche Chirurgiche - Chirurgia ORL e Cervico-Facciale,1292-3036,12923036,09272,,https://www.sciencedirect.com/science/journal/12923036
EMC - Tecniche Chirurgiche - Chirurgia Ortopedica,2211-0801,22110801,16193,,https://www.sciencedirect.com/science/journal/22110801
"EMC - Tecniche Chirurgiche - Chirurgia Plastica, Ricostruttiva ed Estetica",1769-6704,17696704,09341,,https://www.sciencedirect.com/science/journal/17696704
EMC - Tecniche Chirurgiche Torace,1288-3336,12883336,09269,,https://www.sciencedirect.com/science/journal/12883336
EMC - Tecniche Chirurgiche Vascolare,1283-0801,12830801,09277,,https://www.sciencedirect.com/science/journal/12830801
EMC - Tratado de Medicina,1636-5410,16365410,09228,,https://www.sciencedirect.com/science/journal/16365410
EMC - Urgenze,1286-9341,12869341,09275,,https://www.sciencedirect.com/science/journal/12869341
EMC - Urología,1761-3310,17613310,09273,,https://www.sciencedirect.com/science/journal/17613310
Emergency Medicine Clinics of North America,0733-8627,07338627,13211,,https://www.sciencedirect.com/science/journal/07338627
Emerging Animal Species,2772-8137,27728137,31356,,https://www.sciencedirect.com/science/journal/27728137
Emerging Contaminants,2405-6650,24056650,18170,,https://www.sciencedirect.com/science/journal/24056650
Emerging Markets Review,1566-0141,15660141,05556,,https://www.sciencedirect.com/science/journal/15660141
"Emerging Trends in Drugs, Addictions, and Health",2667-1182,26671182,31125,,https://www.sciencedirect.com/science/journal/26671182
"Emotion, Space and Society",1755-4586,17554586,04294,,https://www.sciencedirect.com/science/journal/17554586
L’Encéphale,0013-7006,00137006,15539,,https://www.sciencedirect.com/science/journal/00137006
Endeavour,0160-9327,01609327,00574,,https://www.sciencedirect.com/science/journal/01609327
Endocrine and Metabolic Science,2666-3961,26663961,30314,,https://www.sciencedirect.com/science/journal/26663961
Endocrine Practice,1530-891X,1530891X,30453,,https://www.sciencedirect.com/science/journal/1530891X
"Endocrinología, Diabetes y Nutrición",2530-0164,25300164,15719,Formerly known as Endocrinología y Nutrición,https://www.sciencedirect.com/science/journal/25300164
"Endocrinología, Diabetes y Nutrición (English ed.)",2530-0180,25300180,15790,Formerly known as Endocrinología y Nutrición (English Edition),https://www.sciencedirect.com/science/journal/25300180
Endocrinology and Metabolism Clinics of North America,0889-8529,08898529,13212,,https://www.sciencedirect.com/science/journal/08898529
Energetic Materials Frontiers,2666-6472,26666472,30404,,https://www.sciencedirect.com/science/journal/26666472
Energy,0360-5442,03605442,00483,"Incorporating Exergy, An International Journal",https://www.sciencedirect.com/science/journal/03605442
Energy 360,2950-4872,29504872,31808,,https://www.sciencedirect.com/science/journal/29504872
Energy and AI,2666-5468,26665468,30368,,https://www.sciencedirect.com/science/journal/26665468
Energy and Buildings,0378-7788,03787788,06009,,https://www.sciencedirect.com/science/journal/03787788
Energy and Built Environment,2666-1233,26661233,30190,,https://www.sciencedirect.com/science/journal/26661233
Energy and Climate Change,2666-2787,26662787,30271,,https://www.sciencedirect.com/science/journal/26662787
Energy Conversion and Management,0196-8904,01968904,00269,Formerly known as Energy Conversion,https://www.sciencedirect.com/science/journal/01968904
Energy Conversion and Management: X,2590-1745,25901745,18472,,https://www.sciencedirect.com/science/journal/25901745
Energy Economics,0140-9883,01409883,03025,Incorporating Journal of Energy Finance & Development,https://www.sciencedirect.com/science/journal/01409883
Energy Efficiency First,2950-1563,29501563,31643,,https://www.sciencedirect.com/science/journal/29501563
Energy & Environmental Sustainability,3050-7456,30507456,32093,,https://www.sciencedirect.com/science/journal/30507456
Energy Foresight,2097-7204,20977204,32357,,https://www.sciencedirect.com/science/journal/20977204
Energy Geoscience,2666-7592,26667592,30435,,https://www.sciencedirect.com/science/journal/26667592
Energy Nexus,2772-4271,27724271,31242,,https://www.sciencedirect.com/science/journal/27724271
Energy Policy,0301-4215,03014215,03026,,https://www.sciencedirect.com/science/journal/03014215
Energy Reports,2352-4847,23524847,18082,,https://www.sciencedirect.com/science/journal/23524847
Energy Research & Social Science,2214-6296,22146296,12630,,https://www.sciencedirect.com/science/journal/22146296
Energy Reviews,2772-9702,27729702,31389,,https://www.sciencedirect.com/science/journal/27729702
Energy and Safety Science,3117-7581,31177581,32345,,https://www.sciencedirect.com/science/journal/31177581
Energy Storage Materials,2405-8297,24058297,18197,,https://www.sciencedirect.com/science/journal/24058297
Energy Strategy Reviews,2211-467X,2211467X,12967,,https://www.sciencedirect.com/science/journal/2211467X
Energy for Sustainable Development,0973-0826,09730826,07817,,https://www.sciencedirect.com/science/journal/09730826
EnergyChem,2589-7780,25897780,18443,,https://www.sciencedirect.com/science/journal/25897780
eNeurologicalSci,2405-6502,24056502,13000,,https://www.sciencedirect.com/science/journal/24056502
Enfermedades Infecciosas y Microbiología Clínica,0213-005X,0213005X,15722,,https://www.sciencedirect.com/science/journal/0213005X
Enfermedades infecciosas y microbiologia clinica (English ed.),2529-993X,2529993X,16448,,https://www.sciencedirect.com/science/journal/2529993X
Enfermería Clínica,1130-8621,11308621,15709,,https://www.sciencedirect.com/science/journal/11308621
Enfermería Clínica (English Edition),2445-1479,24451479,16435,,https://www.sciencedirect.com/science/journal/24451479
Enfermería Intensiva,1130-2399,11302399,15714,,https://www.sciencedirect.com/science/journal/11302399
Enfermería Intensiva (English ed.),2529-9840,25299840,16441,,https://www.sciencedirect.com/science/journal/25299840
Engineered Regeneration,2666-1381,26661381,30230,,https://www.sciencedirect.com/science/journal/26661381
Engineering,2095-8099,20958099,18313,,https://www.sciencedirect.com/science/journal/20958099
Engineering Analysis with Boundary Elements,0955-7997,09557997,02021,Formerly known as Engineering Analysis,https://www.sciencedirect.com/science/journal/09557997
Engineering Applications of Artificial Intelligence,0952-1976,09521976,00975,,https://www.sciencedirect.com/science/journal/09521976
Engineering Failure Analysis,1350-6307,13506307,00139,,https://www.sciencedirect.com/science/journal/13506307
Engineering Fracture Mechanics,0013-7944,00137944,00322,,https://www.sciencedirect.com/science/journal/00137944
Engineering Geology,0013-7952,00137952,05330,Incorporating Mining Science and Technology,https://www.sciencedirect.com/science/journal/00137952
Engineering Microbiology,2667-3703,26673703,31173,,https://www.sciencedirect.com/science/journal/26673703
"Engineering Science and Technology, an International Journal",2215-0986,22150986,18052,,https://www.sciencedirect.com/science/journal/22150986
Engineering Structures,0141-0296,01410296,03027,,https://www.sciencedirect.com/science/journal/01410296
English for Specific Purposes,0889-4906,08894906,00682,Formerly known as The ESP Journal,https://www.sciencedirect.com/science/journal/08894906
EngMedicine,2950-4899,29504899,31807,,https://www.sciencedirect.com/science/journal/29504899
Entertainment Computing,1875-9521,18759521,08654,,https://www.sciencedirect.com/science/journal/18759521
Environment International,0160-4120,01604120,00326,,https://www.sciencedirect.com/science/journal/01604120
Environmental Advances,2666-7657,26667657,30436,,https://www.sciencedirect.com/science/journal/26667657
Environmental Challenges,2667-0100,26670100,31067,,https://www.sciencedirect.com/science/journal/26670100
Environmental Chemistry and Ecotoxicology,2590-1826,25901826,30089,,https://www.sciencedirect.com/science/journal/25901826
Environmental Development,2211-4645,22114645,08774,,https://www.sciencedirect.com/science/journal/22114645
Environmental and Experimental Botany,0098-8472,00988472,00267,Formerly known as Radiation Botany,https://www.sciencedirect.com/science/journal/00988472
Environmental Functional Materials,2773-0581,27730581,31427,,https://www.sciencedirect.com/science/journal/27730581
"Environmental, Geological and Geotechnical Engineering",3117-9517,31179517,32418,,https://www.sciencedirect.com/science/journal/31179517
Environmental Impact Assessment Review,0195-9255,01959255,07643,,https://www.sciencedirect.com/science/journal/01959255
Environmental Innovation and Societal Transitions,2210-4224,22104224,08720,,https://www.sciencedirect.com/science/journal/22104224
Environmental Management: Emerging Contaminants,3117-5929,31175929,32317,,https://www.sciencedirect.com/science/journal/31175929
Environmental Management: Smart Solutions,3117-6496,31176496,32332,,https://www.sciencedirect.com/science/journal/31176496
Environmental Modelling & Software,1364-8152,13648152,02023,Formerly known as Environmental Software,https://www.sciencedirect.com/science/journal/13648152
"Environmental Nanotechnology, Monitoring & Management",2215-1532,22151532,17047,,https://www.sciencedirect.com/science/journal/22151532
Environmental Nexus,3050-9890,30509890,32132,,https://www.sciencedirect.com/science/journal/30509890
Environmental Pollution,0269-7491,02697491,02022,"Incorporating Environmental Pollution Series A, Ecological and Biological and Environmental Pollution Series B, Chemical and Physical",https://www.sciencedirect.com/science/journal/02697491
Environmental Pollution and Management,2950-3051,29503051,31729,,https://www.sciencedirect.com/science/journal/29503051
Environmental Research,0013-9351,00139351,12035,,https://www.sciencedirect.com/science/journal/00139351
Environmental Risk,3117-9274,31179274,32412,,https://www.sciencedirect.com/science/journal/31179274
Environmental Science and Ecotechnology,2666-4984,26664984,30339,,https://www.sciencedirect.com/science/journal/26664984
Environmental Science & Policy,1462-9011,14629011,01031,,https://www.sciencedirect.com/science/journal/14629011
Environmental Surfaces and Interfaces,2949-8643,29498643,31569,,https://www.sciencedirect.com/science/journal/29498643
Environmental and Sustainability Indicators,2665-9727,26659727,30149,,https://www.sciencedirect.com/science/journal/26659727
Environmental Technology & Innovation,2352-1864,23521864,18059,,https://www.sciencedirect.com/science/journal/23521864
Environmental Toxicology and Pharmacology,1382-6689,13826689,05432,Formerly known as European Journal of Pharmacology: Environmental Toxicology and Pharmacology,https://www.sciencedirect.com/science/journal/13826689
Enzyme and Microbial Technology,0141-0229,01410229,07644,,https://www.sciencedirect.com/science/journal/01410229
Epidemics,1755-4365,17554365,08640,,https://www.sciencedirect.com/science/journal/17554365
Epilepsy & Behavior,1525-5050,15255050,12876,,https://www.sciencedirect.com/science/journal/15255050
Epilepsy & Behavior Reports ,2589-9864,25899864,14105,Formerly known as Epilepsy & Behavior Case Reports,https://www.sciencedirect.com/science/journal/25899864
Epilepsy Research,0920-1211,09201211,05029,Incorporating Journal of Epilepsy,https://www.sciencedirect.com/science/journal/09201211
"e-Prime – Nexus of Electrical, Electronic, and Intelligent Engineering",3117-5112,31175112,31292,,https://www.sciencedirect.com/science/journal/31175112
Equity Neuroscience,3050-8401,30508401,32112,,https://www.sciencedirect.com/science/journal/30508401
eScience,2667-1417,26671417,31130,,https://www.sciencedirect.com/science/journal/26671417
eScience Energy,3050-9955,30509955,32127,,https://www.sciencedirect.com/science/journal/30509955
ESMO Gastrointestinal Oncology,2949-8198,29498198,31546,,https://www.sciencedirect.com/science/journal/29498198
ESMO Open,2059-7029,20597029,31013,,https://www.sciencedirect.com/science/journal/20597029
ESMO Rare Cancers,3050-4619,30504619,31957,,https://www.sciencedirect.com/science/journal/30504619
ESMO Real World Data and Digital Oncology,2949-8201,29498201,31545,,https://www.sciencedirect.com/science/journal/29498201
"Estuarine, Coastal and Shelf Science",0272-7714,02727714,12641,Formerly known as Estuarine and Coastal Marine Science,https://www.sciencedirect.com/science/journal/02727714
"Ethics, Medicine and Public Health",2352-5525,23525525,16354,,https://www.sciencedirect.com/science/journal/23525525
Éthique & Santé,1765-4629,17654629,15541,,https://www.sciencedirect.com/science/journal/17654629
eTransportation,2590-1168,25901168,30078,,https://www.sciencedirect.com/science/journal/25901168
EULAR Rheumatology Open,3050-7081,30507081,32082,,https://www.sciencedirect.com/science/journal/30507081
EuPA Open Proteomics,2212-9685,22129685,10158,,https://www.sciencedirect.com/science/journal/22129685
EURO Journal on Computational Optimization,2192-4406,21924406,31062,,https://www.sciencedirect.com/science/journal/21924406
EURO Journal on Decision Processes,2193-9438,21939438,31065,,https://www.sciencedirect.com/science/journal/21939438
EURO Journal on Transportation and Logistics,2192-4376,21924376,30335,,https://www.sciencedirect.com/science/journal/21924376
"European Annals of Otorhinolaryngology, Head and Neck Diseases",1879-7296,18797296,15869,,https://www.sciencedirect.com/science/journal/18797296
European Economic Review,0014-2921,00142921,05368,,https://www.sciencedirect.com/science/journal/00142921
European Journal of Agronomy,1161-0301,11610301,05444,,https://www.sciencedirect.com/science/journal/11610301
European Journal of Cancer,0959-8049,09598049,00104,Formerly known as European Journal of Cancer and Clinical Oncology,https://www.sciencedirect.com/science/journal/09598049
European Journal of Cancer Supplements,1359-6349,13596349,00110,,https://www.sciencedirect.com/science/journal/13596349
European Journal of Cell Biology,0171-9335,01719335,10005,,https://www.sciencedirect.com/science/journal/01719335
European Journal of Combinatorics,0195-6698,01956698,12636,,https://www.sciencedirect.com/science/journal/01956698
European Journal of Control,0947-3580,09473580,17015,,https://www.sciencedirect.com/science/journal/09473580
European Journal of Integrative Medicine,1876-3820,18763820,10062,,https://www.sciencedirect.com/science/journal/18763820
European Journal of Internal Medicine,0953-6205,09536205,05551,,https://www.sciencedirect.com/science/journal/09536205
European Journal of Mechanics - A/Solids,0997-7538,09977538,09030,,https://www.sciencedirect.com/science/journal/09977538
European Journal of Mechanics - B/Fluids,0997-7546,09977546,09031,,https://www.sciencedirect.com/science/journal/09977546
European Journal of Medical Genetics,1769-7212,17697212,09081,Formerly known as Annales de Génétique,https://www.sciencedirect.com/science/journal/17697212
European Journal of Medicinal Chemistry,0223-5234,02235234,09032,,https://www.sciencedirect.com/science/journal/02235234
European Journal of Medicinal Chemistry Reports,2772-4174,27724174,31235,,https://www.sciencedirect.com/science/journal/27724174
European Journal of Obstetrics & Gynecology and Reproductive Biology,0301-2115,03012115,08018,Formerly known as European Journal of Obstetrics & Gynecology,https://www.sciencedirect.com/science/journal/03012115
European Journal of Obstetrics & Gynecology and Reproductive Biology: X,2590-1613,25901613,18475,,https://www.sciencedirect.com/science/journal/25901613
European Journal of Oncology Nursing,1462-3889,14623889,12746,Formerly known as Journal of Cancer Nursing,https://www.sciencedirect.com/science/journal/14623889
European Journal of Operational Research,0377-2217,03772217,05369,,https://www.sciencedirect.com/science/journal/03772217
European Journal of Paediatric Neurology,1090-3798,10903798,12707,,https://www.sciencedirect.com/science/journal/10903798
European Journal of Pharmaceutical Sciences,0928-0987,09280987,05030,Incorporating Pharmaceutica Acta Helvetiae,https://www.sciencedirect.com/science/journal/09280987
European Journal of Pharmaceutics and Biopharmaceutics,0939-6411,09396411,05446,,https://www.sciencedirect.com/science/journal/09396411
European Journal of Pharmacology,0014-2999,00142999,05031,Incorporating European Journal of Pharmacology: Molecular Pharmacology,https://www.sciencedirect.com/science/journal/00142999
European Journal of Political Economy,0176-2680,01762680,05370,,https://www.sciencedirect.com/science/journal/01762680
European Journal of Protistology,0932-4739,09324739,10028,,https://www.sciencedirect.com/science/journal/09324739
The European Journal of Psychiatry,0213-6163,02136163,16440,,https://www.sciencedirect.com/science/journal/02136163
European Journal of Radiology,0720-048X,0720048X,08019,,https://www.sciencedirect.com/science/journal/0720048X
European Journal of Radiology Artificial Intelligence,3050-5771,30505771,32031,,https://www.sciencedirect.com/science/journal/30505771
European Journal of Radiology Open,2352-0477,23520477,17737,,https://www.sciencedirect.com/science/journal/23520477
European Journal of Soil Biology,1164-5563,11645563,09033,,https://www.sciencedirect.com/science/journal/11645563
European Journal of Surgical Oncology,0748-7983,07487983,12656,,https://www.sciencedirect.com/science/journal/07487983
European Journal of Trauma & Dissociation,2468-7499,24687499,16442,,https://www.sciencedirect.com/science/journal/24687499
European Journal of Vascular and Endovascular Surgery,1078-5884,10785884,12672,Formerly known as European Journal of Vascular Surgery,https://www.sciencedirect.com/science/journal/10785884
European Management Journal,0263-2373,02632373,00115,,https://www.sciencedirect.com/science/journal/02632373
European Neuropsychopharmacology,0924-977X,0924977X,05033,,https://www.sciencedirect.com/science/journal/0924977X
European Polymer Journal,0014-3057,00143057,00294,,https://www.sciencedirect.com/science/journal/00143057
European Research on Management and Business Economics,2444-8834,24448834,15976,Formerly  known as Investigaciones Europeas de Dirección y Economía de la Empresa,https://www.sciencedirect.com/science/journal/24448834
European Transport Studies,2950-2985,29502985,31723,,https://www.sciencedirect.com/science/journal/29502985
European Urology,0302-2838,03022838,05436,,https://www.sciencedirect.com/science/journal/03022838
European Urology Focus,2405-4569,24054569,18216,,https://www.sciencedirect.com/science/journal/24054569
European Urology Oncology,2588-9311,25889311,18434,,https://www.sciencedirect.com/science/journal/25889311
European Urology Open Science,2666-1683,26661683,05469,Formerly known as European Urology Supplements,https://www.sciencedirect.com/science/journal/26661683
Evaluation and Program Planning,0149-7189,01497189,00593,,https://www.sciencedirect.com/science/journal/01497189
Evolution and Human Behavior,1090-5138,10905138,07645,Formerly known as Ethology and Sociobiology,https://www.sciencedirect.com/science/journal/10905138
L'Évolution Psychiatrique,0014-3855,00143855,09035,,https://www.sciencedirect.com/science/journal/00143855
Evolving Earth,2950-1172,29501172,31635,,https://www.sciencedirect.com/science/journal/29501172
Examples and Counterexamples,2666-657X,2666657X,30410,,https://www.sciencedirect.com/science/journal/2666657X
Experimental Cell Research,0014-4827,00144827,12028,,https://www.sciencedirect.com/science/journal/00144827
Experimental Eye Research,0014-4835,00144835,12605,,https://www.sciencedirect.com/science/journal/00144835
Experimental Gerontology,0531-5565,05315565,07530,,https://www.sciencedirect.com/science/journal/05315565
Experimental Hematology,0301-472X,0301472X,07655,,https://www.sciencedirect.com/science/journal/0301472X
Experimental and Molecular Pathology,0014-4800,00144800,12031,,https://www.sciencedirect.com/science/journal/00144800
Experimental Neurology,0014-4886,00144886,12032,Incorporating Neurodegeneration,https://www.sciencedirect.com/science/journal/00144886
Experimental Parasitology,0014-4894,00144894,12034,,https://www.sciencedirect.com/science/journal/00144894
Experimental Thermal and Fluid Science,0894-1777,08941777,07646,,https://www.sciencedirect.com/science/journal/08941777
Expert Systems with Applications,0957-4174,09574174,00939,,https://www.sciencedirect.com/science/journal/09574174
Expert Systems with Applications: X,2590-1885,25901885,18477,,https://www.sciencedirect.com/science/journal/25901885
Explorations in Economic History,0014-4983,00144983,12029,,https://www.sciencedirect.com/science/journal/00144983
Exploratory Research in Clinical and Social Pharmacy,2667-2766,26672766,31163,,https://www.sciencedirect.com/science/journal/26672766
EXPLORE,1550-8307,15508307,13364,,https://www.sciencedirect.com/science/journal/15508307
Expositiones Mathematicae,0723-0869,07230869,10031,,https://www.sciencedirect.com/science/journal/07230869
Extracellular Vesicle,2773-0417,27730417,31414,,https://www.sciencedirect.com/science/journal/27730417
Extracorporeal Life Support,2616-4205,26164205,32254,,https://www.sciencedirect.com/science/journal/26164205
The Extractive Industries and Society,2214-790X,2214790X,17043,,https://www.sciencedirect.com/science/journal/2214790X
Extreme Environments and Engineering,3117-8952,31178952,32384,,https://www.sciencedirect.com/science/journal/31178952
Extreme Materials,3050-628X,3050628X,32059,,https://www.sciencedirect.com/science/journal/3050628X
Extreme Mechanics Letters,2352-4316,23524316,18071,,https://www.sciencedirect.com/science/journal/23524316
Eye Discovery,3117-4167,31174167,32266,,https://www.sciencedirect.com/science/journal/31174167
Facial Plastic Surgery Clinics of North America,1064-7406,10647406,13060,,https://www.sciencedirect.com/science/journal/10647406
Farming System,2949-9119,29499119,31590,,https://www.sciencedirect.com/science/journal/29499119
Fermented Foods,3051-231X,3051231X,32174,,https://www.sciencedirect.com/science/journal/3051231X
Fertility and Sterility,0015-0282,00150282,07647,,https://www.sciencedirect.com/science/journal/00150282
Field Crops Research,0378-4290,03784290,05104,,https://www.sciencedirect.com/science/journal/03784290
Filtration Industry Analyst,1365-6937,13656937,02207,,https://www.sciencedirect.com/science/journal/13656937
Finance Research Letters,1544-6123,15446123,13350,,https://www.sciencedirect.com/science/journal/15446123
Finance Research Open,3050-7006,30507006,32075,,https://www.sciencedirect.com/science/journal/30507006
Finite Elements in Analysis and Design,0168-874X,0168874X,05272,,https://www.sciencedirect.com/science/journal/0168874X
Finite Fields and Their Applications,1071-5797,10715797,12037,,https://www.sciencedirect.com/science/journal/10715797
